,am,ar,bg,bn,ca,ckb,cs,cy,da,de,dv,el,en,es,et,eu,fa,fi,fr,gu,hi,ht,hu,hy,in,is,it,iw,ja,ka,kn,ko,lt,lv,ml,mr,my,ne,nl,no,or,pa,pl,ps,pt,ro,ru,si,sl,sr,sv,ta,te,th,tl,tr,uk,und,ur,vi,zh,unique_users,row_count,text_duplicated_count,date,am_dupl,ar_dupl,bg_dupl,bn_dupl,ca_dupl,ckb_dupl,cs_dupl,cy_dupl,da_dupl,de_dupl,dv_dupl,el_dupl,en_dupl,es_dupl,et_dupl,eu_dupl,fa_dupl,fi_dupl,fr_dupl,gu_dupl,hi_dupl,ht_dupl,hu_dupl,hy_dupl,in_dupl,is_dupl,it_dupl,iw_dupl,ja_dupl,ka_dupl,kn_dupl,ko_dupl,lt_dupl,lv_dupl,ml_dupl,mr_dupl,my_dupl,ne_dupl,nl_dupl,no_dupl,or_dupl,pa_dupl,pl_dupl,ps_dupl,pt_dupl,ro_dupl,ru_dupl,si_dupl,sl_dupl,sr_dupl,sv_dupl,ta_dupl,te_dupl,th_dupl,tl_dupl,tr_dupl,uk_dupl,und_dupl,ur_dupl,vi_dupl,zh_dupl,sd,sd_dupl,km,km_dupl,lo,ug,lo_dupl,ug_dupl,bo,bo_dupl
157,6.0,690,47,299,109,3.0,448,9,115,10394,0.0,716,156817,8082,265,74,108,638,8812,54,625,109,9,0.0,624,22,12931,113,1730,31,32,79,45,97,91.0,45,7.0,30.0,849,113,77.0,17.0,772,11.0,713,288,3671,72.0,47,29,256,226,65,299,90,943,14000,21100,214,50,470,117086,248679,162296,2022-07-14,2.0,293,8,3,28,0.0,81,0,26,6347,0.0,350,109542,4745,167,4,25,383,6617,5,117,37,4,0.0,37,2,9061,22,441,4,1,14,2,52,0.0,1,2.0,0.0,447,4,73.0,0.0,416,1.0,225,102,2453,1.0,14,3,158,52,0,213,10,480,11063,7858,90,2,208,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,9.0,1002,58,76,129,0.0,166,18,134,5953,0.0,428,47599,4948,169,56,175,310,3958,48,516,85,26,1.0,1758,18,5681,67,641,44,44,59,84,48,9.0,20,4.0,8.0,935,55,8.0,16.0,2185,2.0,687,182,2073,0.0,33,33,182,61,29,215,83,2067,4826,11778,79,141,504,46462,100524,2411,2022-11-15,0.0,237,0,0,0,0.0,0,0,0,22,0.0,0,386,51,2,0,0,0,24,0,2,0,0,0.0,3,0,16,0,8,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,10,0.0,3,1,9,0.0,0,0,0,0,0,0,0,10,3,1586,0,0,38,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
159,21.0,347,28,31,82,3.0,200,12,177,10146,0.0,622,82003,3426,129,47,106,497,7813,35,225,78,19,0.0,255,17,4783,51,851,43,27,46,34,69,4.0,9,5.0,5.0,774,92,4.0,1.0,711,2.0,434,103,2064,1.0,62,21,238,107,45,1038,63,2085,2276,7407,128,39,339,64160,130283,89649,2022-07-23,14.0,166,1,1,30,1.0,140,7,104,7014,0.0,466,60720,1947,41,5,62,318,6172,1,76,7,5,0.0,59,0,3076,5,410,6,2,18,3,29,0.0,0,3.0,2.0,418,5,1.0,0.0,434,0.0,172,31,1317,0.0,19,1,141,44,9,933,15,1420,1354,2196,65,2,161,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,3.0,895,41,53,82,1.0,72,11,94,1809,0.0,185,24462,4631,86,39,85,110,2795,25,200,73,13,2.0,283,21,1227,39,618,21,20,36,31,37,15.0,7,0.0,0.0,227,39,1.0,2.0,511,1.0,596,102,1452,0.0,36,19,86,27,18,94,94,415,3146,4067,67,65,151,22475,49338,333,2022-11-22,0.0,6,0,0,0,0.0,0,0,0,4,0.0,0,106,43,0,0,0,0,3,0,0,0,0,0.0,1,0,1,0,6,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,1,0,0,0.0,0,0,0,0,0,0,0,0,19,135,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,3.0,147,57,50,63,2.0,92,13,81,2897,0.0,214,22168,1845,69,60,86,136,2479,40,263,74,6,0.0,241,29,2363,70,750,19,34,27,31,63,13.0,22,3.0,6.0,316,119,8.0,4.0,389,4.0,324,93,1494,2.0,23,22,98,80,30,88,44,547,3261,5042,45,119,311,19472,46979,361,2022-08-22,0.0,4,0,0,0,0.0,0,0,0,5,0.0,0,147,2,0,0,0,0,4,0,3,0,0,0.0,0,0,13,0,70,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,2,0.0,3,0,4,0.0,0,0,0,0,0,0,0,2,5,88,0,0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,5.0,88,49,44,100,0.0,122,14,71,1868,0.0,107,23460,1366,104,37,57,145,2296,23,133,60,10,1.0,253,25,1300,70,371,22,34,48,47,47,1.0,11,5.0,2.0,211,36,1.0,12.0,217,2.0,203,104,1284,2.0,31,28,92,46,41,88,55,244,3142,4353,55,111,130,16367,42884,258,2022-12-13,0.0,0,0,0,1,0.0,0,0,0,0,0.0,0,125,3,0,0,1,0,2,0,0,0,0,0.0,1,0,0,0,11,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,114,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,57.0,1163,51,56,225,6.0,475,20,312,25164,1.0,391,275244,15261,200,65,396,935,19617,85,1215,134,33,0.0,653,22,17743,59,2735,25,34,112,100,108,20.0,27,6.0,8.0,1386,92,13.0,14.0,2686,7.0,826,199,3318,1.0,125,26,493,431,47,727,159,2923,4085,14218,175,90,497,173570,395296,291335,2022-04-12,34.0,604,10,2,84,0.0,269,5,166,15852,0.0,143,214241,11951,92,11,241,461,15694,19,651,54,1,0.0,267,1,12323,27,1629,0,1,18,55,67,1.0,5,4.0,1.0,803,32,4.0,2.0,1791,0.0,232,65,2105,0.0,69,4,281,239,9,487,70,1808,2967,5011,87,7,278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,5.0,155,27,48,173,1.0,128,18,67,1884,0.0,90,24056,1600,244,45,51,119,1533,51,280,66,6,0.0,289,23,1123,56,341,13,46,36,40,34,0.0,13,0.0,4.0,263,39,2.0,7.0,148,2.0,270,121,1086,3.0,34,25,91,72,32,65,61,872,2857,6731,93,93,118,19752,45752,865,2022-12-24,0.0,11,0,0,0,0.0,0,0,0,12,0.0,0,136,20,3,0,0,1,0,0,3,0,0,0.0,0,0,0,0,9,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,8,0,662,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,4.0,133,35,31,51,3.0,76,15,68,2460,0.0,121,19122,1301,90,51,59,121,1466,25,60,63,8,0.0,213,26,1039,58,461,28,31,33,29,32,5.0,3,2.0,1.0,181,79,0.0,1.0,195,2.0,248,90,1676,0.0,16,26,96,29,24,69,47,400,3208,5079,43,115,156,15051,39104,368,2022-08-15,0.0,1,0,0,0,0.0,0,0,0,9,0.0,0,200,3,2,0,0,0,5,0,0,0,0,0.0,1,0,6,0,7,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,1,0.0,1,0,15,0.0,0,0,0,0,0,0,0,1,2,113,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,78.0,887,36,61,317,10.0,323,36,248,19168,0.0,754,215236,7678,259,82,629,829,16992,46,833,86,27,0.0,395,27,18083,72,2344,54,64,321,69,84,11.0,13,2.0,2.0,1698,116,5.0,8.0,2167,8.0,772,1133,3361,0.0,53,47,626,63,47,1727,129,1613,4000,13263,118,90,471,134086,317674,243404,2022-04-25,56.0,579,6,7,171,1.0,181,9,118,13408,0.0,553,172866,5810,145,34,519,416,13976,7,462,13,6,0.0,158,2,13656,15,1476,18,15,279,8,38,0.0,2,1.0,0.0,1206,50,1.0,4.0,1506,1.0,282,978,2255,0.0,13,8,454,13,3,1556,70,937,3251,5504,41,23,235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0
167,14.0,1239,41,88,330,7.0,565,113,665,17084,0.0,1060,287670,11463,315,36,178,781,19070,69,1484,75,15,1.0,691,11,22726,71,3376,10,53,102,47,146,30.0,54,4.0,8.0,1196,90,33.0,10.0,4572,6.0,918,294,3131,4.0,59,20,234,368,66,2116,388,1766,9086,18160,175,63,673,198759,413122,295077,2022-03-22,8.0,466,3,3,154,1.0,305,92,508,10066,0.0,723,217390,7937,172,4,82,431,13698,17,724,17,1,0.0,310,0,14781,16,1899,0,7,29,2,84,0.0,9,0.0,2.0,574,33,8.0,2.0,3308,0.0,284,130,1861,0.0,18,6,82,180,11,1830,328,722,7877,7413,81,7,380,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
168,21.0,815,48,71,267,5.0,389,57,212,22014,0.0,1118,220551,8498,266,68,284,735,13698,58,1021,87,32,1.0,538,25,25163,73,1867,40,65,50,68,167,8.0,36,15.0,1.0,1204,144,25.0,17.0,1684,8.0,1402,494,3765,2.0,46,169,563,102,49,1183,292,1271,3188,13887,656,138,795,139482,329516,240802,2022-05-02,6.0,508,11,8,120,3.0,201,22,96,14761,0.0,852,171221,5153,113,6,190,343,10623,8,502,3,9,1.0,179,0,18452,14,827,14,4,9,18,65,0.0,9,8.0,0.0,729,54,9.0,0.0,864,1.0,720,298,2560,0.0,9,142,291,15,0,974,214,686,2500,5521,497,25,334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,20.0,1853,47,151,364,21.0,860,255,419,24201,0.0,735,323413,13117,445,54,365,1597,24154,106,2062,168,46,2.0,1750,26,18560,122,5569,22,81,179,75,222,44.0,79,3.0,11.0,1325,133,50.0,17.0,5132,13.0,1413,384,2922,7.0,230,32,366,478,120,1575,19387,2994,2729,21726,270,52,1664,246563,484221,307138,2022-03-15,8.0,785,25,23,182,1.0,541,25,184,16282,0.0,336,225181,8626,178,5,190,880,17013,23,1080,9,7,0.0,281,2,12205,52,3726,5,35,104,28,124,3.0,15,0.0,1.0,560,39,17.0,0.0,3379,3.0,464,142,1516,2.0,142,5,145,217,73,1223,47,1492,1789,6239,137,7,1335,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0
170,6.0,137,36,37,69,1.0,66,15,66,3492,0.0,210,21263,1608,85,46,68,130,2495,27,110,55,15,1.0,187,26,2632,68,339,29,29,25,32,26,6.0,8,1.0,1.0,406,45,2.0,2.0,255,15.0,307,94,1489,0.0,29,29,127,39,17,115,37,646,2851,4325,65,205,148,18707,44695,389,2022-09-05,0.0,5,0,0,1,0.0,0,0,0,5,0.0,0,213,6,2,0,1,0,12,0,0,0,0,0.0,0,0,6,0,5,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,2,0.0,0,0,0,0,0,0,0,58,4,65,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,7.0,944,66,261,228,12.0,2567,32,292,20203,0.0,902,218908,7898,160,48,185,736,12042,143,1270,89,26,0.0,632,40,17991,76,3960,45,56,237,64,158,114.0,46,4.0,82.0,1367,205,17.0,22.0,1685,12.0,863,477,2895,64.0,99,29,358,196,61,694,125,1134,3139,12723,1483,100,729,131878,319003,212971,2022-05-06,1.0,575,21,3,64,2.0,2400,14,145,13399,0.0,312,154908,3915,37,0,96,369,8322,18,417,7,8,0.0,76,10,12088,9,1872,19,4,187,29,104,0.0,2,1.0,3.0,1006,40,2.0,1.0,1069,5.0,265,269,1756,0.0,51,2,181,13,1,543,17,544,2356,3643,1376,9,385,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,17.0,2295,66,77,353,13.0,1284,155,415,15670,0.0,1297,290989,14841,641,120,254,791,18537,69,1635,54,38,1.0,1056,13,16496,78,3615,20,67,274,53,148,30.0,61,2.0,3.0,1019,131,10.0,34.0,5003,2.0,980,299,3062,3.0,165,47,252,277,55,1315,166,2750,5106,17769,196,70,1049,193886,411296,294799,2022-03-26,6.0,1070,32,13,158,1.0,1055,124,247,9324,0.0,920,221672,10761,505,88,125,361,13206,14,848,6,14,0.0,469,1,10856,26,2013,2,28,185,13,87,1.0,20,0.0,0.0,449,21,0.0,21.0,3417,1.0,331,150,1665,1.0,102,11,84,116,13,980,79,1473,3870,6957,116,8,679,6.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,31.0,843,26,56,271,10.0,533,31,300,17932,1.0,1221,283225,11230,404,50,508,1251,20512,41,1395,154,30,0.0,691,20,20348,63,2642,17,30,81,157,181,6.0,21,17.0,4.0,1834,154,15.0,6.0,4107,2.0,719,188,5604,1.0,107,41,592,94,36,1055,123,1668,6638,14740,183,84,637,171980,402962,306432,2022-04-09,17.0,346,2,4,139,0.0,329,10,132,11590,0.0,885,226513,8023,265,8,332,677,16012,8,896,71,1,0.0,375,3,15330,7,1415,1,0,31,121,115,0.0,3,8.0,1.0,1222,72,7.0,0.0,3110,0.0,241,72,4237,0.0,58,6,338,11,3,781,51,800,5598,5661,136,17,341,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
174,4.0,170,54,46,104,1.0,61,20,84,1850,0.0,109,38251,1742,109,45,71,124,1967,32,125,74,11,2.0,526,28,1294,57,489,18,28,57,45,28,7.0,6,2.0,2.0,210,58,1.0,10.0,213,5.0,300,121,1292,2.0,31,29,94,55,35,395,47,339,3074,5351,80,92,130,28422,59609,700,2022-12-08,0.0,1,0,0,1,0.0,0,0,0,1,0.0,0,443,5,0,0,0,0,7,0,0,0,0,0.0,0,0,2,0,9,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,1,0,0.0,0,0,0,0,0,0,0,0,1,229,0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,17.0,528,31,288,230,5.0,321,37,183,13181,0.0,1005,146809,6436,183,44,100,432,10559,182,852,98,33,1.0,550,25,10117,66,3923,34,48,159,48,208,83.0,71,3.0,39.0,1153,62,11.0,15.0,1079,7.0,685,214,2657,86.0,97,69,309,310,84,419,108,1152,2060,9287,425,80,626,92945,217926,130729,2022-05-31,9.0,263,5,1,103,1.0,193,17,62,8216,0.0,408,94640,2951,70,2,37,140,7164,13,226,21,5,0.0,64,0,6388,2,673,2,0,82,7,170,1.0,7,0.0,0.0,716,6,2.0,0.0,652,0.0,177,42,1682,0.0,51,28,143,116,2,299,20,608,1533,2142,156,2,408,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,5.0,137,37,42,112,0.0,83,22,55,3671,0.0,249,23645,2166,101,53,47,151,2489,32,129,64,9,1.0,227,23,2196,56,457,28,31,43,41,44,4.0,7,3.0,1.0,322,44,2.0,3.0,271,2.0,483,106,1548,0.0,35,28,105,53,33,105,57,485,3073,4621,53,129,243,20560,48262,312,2022-09-01,0.0,0,0,0,0,0.0,0,0,1,1,0.0,0,156,1,1,0,0,0,4,0,0,0,0,0.0,1,0,8,0,4,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,5,0,1,0.0,0,0,0,0,0,0,0,1,0,128,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,34.0,1642,39,141,404,6.0,622,59,271,20761,0.0,714,279541,13542,329,26,618,1317,19936,83,1940,62,24,3.0,545,26,19406,112,4674,13,85,108,30,151,40.0,60,5.0,6.0,1379,94,40.0,14.0,5329,3.0,1388,523,2734,9.0,87,28,324,677,140,2574,108,3296,4724,18369,249,45,891,219594,410400,269780,2022-03-11,23.0,650,9,23,178,1.0,352,23,104,12455,0.0,323,193274,8701,163,8,326,776,13755,26,1005,18,1,0.0,178,17,13070,23,2740,1,23,44,3,89,5.0,11,1.0,0.0,608,23,19.0,2.0,3681,0.0,443,319,1433,2.0,35,8,87,362,103,2221,24,1585,3636,6139,128,8,515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,23.0,1644,41,44,319,4.0,345,16,216,25563,0.0,730,228478,11850,311,68,319,1142,11206,67,916,91,11,2.0,417,17,17062,60,2411,23,41,76,66,126,14.0,17,14.0,8.0,1239,153,14.0,9.0,1795,5.0,761,262,4550,1.0,65,33,322,273,42,710,117,1179,3115,13604,95,87,671,142914,332860,246857,2022-04-16,7.0,1023,9,1,201,0.0,170,4,103,18373,0.0,467,178325,9258,155,6,178,726,8333,18,489,34,1,0.0,118,3,12204,12,1369,1,2,23,26,86,0.0,2,4.0,0.0,692,74,6.0,0.0,1161,2.0,255,133,3415,0.0,19,1,160,128,1,491,47,523,2270,5262,30,13,443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,2.0,109,47,62,94,0.0,71,18,77,1952,0.0,90,21808,1415,124,47,52,101,1714,49,361,78,12,0.0,308,29,936,49,538,20,36,35,40,21,5.0,9,3.0,5.0,180,52,9.0,7.0,204,4.0,242,170,1041,1.0,38,33,73,91,35,97,47,216,3021,5070,55,88,169,16124,41261,374,2022-12-17,0.0,0,0,0,0,0.0,0,0,0,2,0.0,0,94,48,0,0,0,1,2,0,11,0,0,0.0,0,0,1,0,10,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,1,1,0,0.0,0,0,0,0,0,0,0,0,2,201,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,3.0,403,44,47,105,1.0,93,12,69,3579,0.0,186,27030,1940,110,72,81,151,2395,33,177,82,3,0.0,565,22,2186,61,1591,27,30,146,46,68,8.0,3,3.0,3.0,302,53,4.0,2.0,365,2.0,437,127,1405,1.0,43,27,111,52,21,363,269,745,2984,6409,73,141,170,25278,55482,606,2022-08-26,0.0,7,0,0,0,0.0,0,0,0,3,0.0,0,280,4,1,0,0,0,21,0,2,1,0,0.0,0,0,0,0,8,0,0,0,0,0,0.0,0,0.0,0.0,0,2,0.0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,1,2,274,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,14.0,695,60,312,224,6.0,240,31,195,13849,0.0,1027,180688,7351,160,76,133,938,17030,71,924,98,39,2.0,702,29,13316,74,3069,41,52,191,129,121,116.0,73,6.0,45.0,870,214,12.0,22.0,1665,7.0,934,313,2559,99.0,139,37,555,298,81,540,197,5073,2730,12380,235,136,1006,120705,272231,171256,2022-05-19,5.0,318,33,1,59,0.0,109,10,78,8467,0.0,413,120899,2985,41,6,62,498,13340,2,173,19,11,0.0,102,1,8394,3,848,14,1,91,47,63,0.0,2,3.0,0.0,488,120,0.0,1.0,1086,0.0,177,96,1491,5.0,108,4,337,101,6,393,86,3424,1850,3620,65,9,691,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,7.0,267,38,50,118,3.0,126,16,114,6850,0.0,339,29309,2933,97,68,81,412,3949,30,219,71,18,2.0,429,36,3613,72,481,23,31,45,56,39,3.0,6,1.0,8.0,740,88,2.0,2.0,522,2.0,334,85,2177,0.0,40,44,163,45,25,190,59,794,3580,7599,71,113,349,29722,66984,689,2022-09-29,0.0,4,0,0,0,0.0,0,0,0,11,0.0,0,202,6,1,0,0,0,7,0,0,0,0,0.0,87,0,100,0,2,0,0,0,0,0,0.0,0,0.0,0.0,2,0,0.0,0.0,0,0.0,0,0,2,0.0,0,0,0,0,0,0,0,2,1,220,0,0,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,91.0,971,106,69,261,9.0,325,48,269,23555,1.0,1040,261202,9166,284,58,343,1276,9022,57,813,62,24,0.0,532,24,18599,66,3671,30,46,56,92,127,19.0,23,11.0,8.0,1244,197,8.0,5.0,1980,6.0,875,190,3031,2.0,76,67,893,199,45,701,72,1999,3339,13179,174,87,424,134095,361151,263306,2022-04-21,41.0,504,29,2,126,0.0,136,26,121,15737,0.0,640,204113,6168,150,2,230,648,5781,6,382,5,8,0.0,171,3,12596,9,2384,3,10,19,42,59,0.0,2,4.0,2.0,659,119,0.0,1.0,1142,2.0,224,35,1773,1.0,26,31,684,82,2,433,13,1109,2383,4170,112,6,140,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,4.0,116,48,44,73,2.0,89,16,87,2224,0.0,162,27172,1765,83,39,51,126,1709,26,79,86,6,1.0,244,28,1476,67,445,35,34,48,42,45,6.0,5,1.0,3.0,300,98,3.0,2.0,298,3.0,243,117,1711,0.0,24,22,125,45,30,81,65,364,3496,7609,52,72,290,21530,51537,1244,2022-08-11,0.0,1,0,0,0,0.0,0,0,0,15,0.0,0,262,9,2,0,0,0,3,0,0,0,0,0.0,0,0,2,0,9,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,6,0.0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,932,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,3.0,95,42,60,88,0.0,126,22,86,1845,0.0,118,22789,1538,124,58,42,132,1820,42,271,58,19,1.0,217,26,1242,50,324,31,29,41,25,34,5.0,9,1.0,2.0,210,44,2.0,14.0,238,3.0,265,111,1104,0.0,29,26,101,64,35,53,61,322,2551,4313,49,93,124,16331,41229,414,2022-12-20,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,133,3,1,0,0,1,9,0,0,0,0,0.0,0,0,1,0,6,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,3,1,256,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
186,4.0,179,56,61,97,0.0,181,13,106,2340,0.0,187,32315,2354,115,59,108,155,2646,26,222,84,12,1.0,282,32,1886,58,523,33,21,46,49,35,2.0,7,2.0,1.0,404,57,4.0,6.0,405,4.0,342,180,1956,0.0,27,36,114,41,21,149,115,454,4448,7400,51,136,222,25514,60872,2135,2022-11-11,0.0,0,0,0,14,0.0,1,0,25,8,0.0,0,1686,27,0,0,0,1,58,0,0,0,0,0.0,21,0,7,0,6,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,1,0.0,34,22,4,0.0,0,0,0,0,0,0,46,2,6,154,0,2,10,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,19.0,316,38,315,104,5.0,537,22,90,11854,0.0,291,121766,4741,200,51,175,197,11640,151,1249,71,3,0.0,576,28,6007,101,2327,25,49,58,50,32,77.0,32,4.0,32.0,617,87,9.0,11.0,1746,17.0,560,199,1395,28.0,32,34,180,270,64,205,78,812,1727,7184,104,75,268,83498,178935,127111,2022-07-10,14.0,103,11,11,41,0.0,257,5,12,8347,0.0,70,92588,2716,107,0,112,75,9589,12,807,10,1,0.0,73,0,4153,17,462,2,7,31,10,11,0.0,1,1.0,0.0,321,5,1.0,1.0,1437,9.0,258,57,751,0.0,6,8,105,104,0,118,8,520,1212,2380,50,7,97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,2.0,85,41,28,59,0.0,104,14,73,1888,0.0,130,19596,1300,78,50,84,136,1738,43,193,69,8,1.0,208,21,1346,57,419,17,23,21,28,38,6.0,4,2.0,1.0,232,47,2.0,7.0,283,0.0,198,85,1314,3.0,43,34,100,38,30,87,38,226,3385,4533,37,65,147,14660,38845,551,2022-11-26,0.0,1,0,1,0,0.0,0,0,0,0,0.0,0,359,3,0,0,0,0,5,0,0,0,0,0.0,1,0,0,0,11,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,4,0,0.0,0,0,0,0,0,0,0,0,1,165,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,94.0,201,39,44,88,2.0,202,9,66,11275,0.0,231,89943,6088,167,58,127,323,8675,31,386,80,26,1.0,298,21,6068,66,659,40,34,56,31,38,8.0,7,3.0,1.0,515,120,5.0,3.0,485,4.0,464,206,2087,3.0,103,33,229,67,40,161,95,8799,1973,6293,130,74,377,76383,147755,101964,2022-07-27,84.0,62,2,2,25,0.0,121,1,10,7984,0.0,97,66902,4043,80,10,72,178,6619,2,224,12,17,0.0,43,0,4324,4,266,11,1,26,0,5,1.0,2,0.0,0.0,180,41,3.0,1.0,245,0.0,130,84,1360,0.0,47,0,145,24,1,89,31,4638,1241,2258,68,11,136,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
190,4.0,586,34,63,179,1.0,111,51,89,2983,0.0,198,51256,4408,161,75,85,192,3079,45,731,389,30,1.0,806,29,2529,63,1144,32,40,45,51,34,8.0,43,0.0,5.0,707,81,8.0,9.0,464,1.0,758,101,1399,4.0,52,56,111,136,51,197,147,5276,2848,8590,138,198,300,47390,91214,1336,2022-10-29,0.0,0,0,0,1,0.0,3,0,0,5,0.0,0,758,35,1,1,0,0,9,0,1,0,0,0.0,8,0,2,0,9,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,3,0.0,4,0,2,0.0,0,0,1,0,0,0,1,88,1,391,0,0,12,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
191,14.0,579,67,329,161,7.0,280,25,263,14051,0.0,1478,157826,12183,233,81,225,1147,14396,78,937,140,21,1.0,888,21,11440,111,2269,22,52,151,43,94,102.0,49,0.0,42.0,771,215,21.0,27.0,1584,5.0,694,395,2525,55.0,124,38,655,259,92,370,151,35956,5323,14417,391,85,470,129120,284429,194704,2022-06-28,9.0,228,6,5,42,1.0,79,6,109,9112,0.0,878,113488,8005,107,26,146,532,11142,10,367,63,4,0.0,202,2,7670,36,699,0,9,73,3,51,1.0,2,0.0,0.0,395,9,5.0,1.0,1056,0.0,177,164,1464,4.0,80,8,334,38,4,228,58,27323,4173,5590,228,13,239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,4.0,279,42,46,108,0.0,175,15,110,5337,0.0,229,30109,2830,99,58,128,304,4740,49,301,102,16,2.0,318,30,3321,63,616,30,27,78,40,29,4.0,15,0.0,4.0,635,70,8.0,3.0,502,4.0,384,94,2015,0.0,24,43,147,50,36,143,60,737,2800,7360,120,129,712,28011,65737,840,2022-10-01,0.0,3,0,1,0,0.0,0,0,0,5,0.0,0,245,21,0,0,0,0,10,0,0,0,0,0.0,0,0,6,0,5,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,2,0.0,0,0,4,0.0,0,0,0,0,0,0,0,4,0,136,0,0,398,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
