,am,ar,bg,bn,ca,ckb,cs,cy,da,de,dv,el,en,es,et,eu,fa,fi,fr,gu,hi,ht,hu,hy,in,is,it,iw,ja,ka,kn,ko,lt,lv,ml,mr,my,ne,nl,no,or,pa,pl,ps,pt,ro,ru,si,sl,sr,sv,ta,te,th,tl,tr,uk,und,ur,vi,zh,unique_users,row_count,text_duplicated_count,date,am_dupl,ar_dupl,bg_dupl,bn_dupl,ca_dupl,ckb_dupl,cs_dupl,cy_dupl,da_dupl,de_dupl,dv_dupl,el_dupl,en_dupl,es_dupl,et_dupl,eu_dupl,fa_dupl,fi_dupl,fr_dupl,gu_dupl,hi_dupl,ht_dupl,hu_dupl,hy_dupl,in_dupl,is_dupl,it_dupl,iw_dupl,ja_dupl,ka_dupl,kn_dupl,ko_dupl,lt_dupl,lv_dupl,ml_dupl,mr_dupl,my_dupl,ne_dupl,nl_dupl,no_dupl,or_dupl,pa_dupl,pl_dupl,ps_dupl,pt_dupl,ro_dupl,ru_dupl,si_dupl,sl_dupl,sr_dupl,sv_dupl,ta_dupl,te_dupl,th_dupl,tl_dupl,tr_dupl,uk_dupl,und_dupl,ur_dupl,vi_dupl,zh_dupl,sd,sd_dupl,km,km_dupl,lo,ug,lo_dupl,ug_dupl,bo,bo_dupl
229,19.0,468,48,330,124,8.0,268,18,144,14159,0.0,1083,133137,6247,217,49,156,211,15011,51,606,95,24,2.0,569,26,7568,87,2520,58,26,290,61,58,100.0,63,0.0,42.0,1247,132,7.0,17.0,725,18.0,602,538,3344,66.0,133,41,121,201,66,444,135,1015,1802,8664,358,56,261,96280,203939,130164,2022-06-24,9.0,198,6,4,45,3.0,151,5,55,8975,0.0,577,90416,3122,109,0,95,66,11617,0,119,11,6,0.0,58,1,4118,7,685,23,0,201,6,25,0.0,3,0.0,0.0,668,13,0.0,1.0,395,6.0,157,357,2436,6.0,89,4,37,14,2,310,46,507,1234,2957,98,8,103,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
230,6.0,137,46,46,61,1.0,99,15,72,3836,0.0,161,23054,1897,91,48,87,117,2021,26,191,41,9,0.0,221,28,1602,61,344,32,23,26,20,25,5.0,3,1.0,2.0,247,56,1.0,3.0,275,4.0,273,88,1527,0.0,43,57,107,31,20,164,47,345,3302,4475,67,156,165,18942,45908,255,2022-10-25,0.0,0,0,0,3,0.0,0,0,0,10,0.0,0,101,1,1,0,0,0,0,0,0,0,0,0.0,4,0,1,0,5,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,13,115,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,15.0,382,45,339,213,4.0,348,26,132,11566,0.0,911,153143,8495,233,48,242,463,8591,46,724,275,21,0.0,593,25,6441,56,3795,30,31,215,39,83,96.0,45,0.0,46.0,431,120,6.0,21.0,1045,7.0,573,258,2960,64.0,37,27,341,298,67,372,129,778,2431,9542,451,82,547,89862,218346,132524,2022-06-13,5.0,105,4,7,81,1.0,103,8,30,7239,0.0,573,98275,5443,90,4,179,200,6298,1,114,183,5,0.0,80,0,4068,6,1014,4,1,94,11,38,1.0,1,0.0,0.0,164,9,0.0,1.0,670,4.0,124,77,1955,0.0,7,0,196,125,0,248,22,276,1819,2038,244,19,260,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232,11.0,420,66,64,158,1.0,162,22,97,4124,0.0,318,35369,3523,116,62,97,245,4315,49,580,130,24,1.0,707,31,3194,65,1173,25,34,46,58,48,11.0,16,2.0,2.0,482,59,9.0,3.0,392,2.0,663,155,1883,1.0,41,34,163,79,31,222,140,1149,3563,7162,115,145,257,33594,72116,440,2022-10-12,0.0,7,0,0,7,0.0,1,1,0,7,0.0,0,172,2,0,0,0,0,13,0,1,0,0,0.0,0,0,5,0,8,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,3,0,4,0.0,0,0,0,0,0,0,0,3,8,184,0,0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,11.0,443,28,290,134,3.0,385,21,146,9394,0.0,1106,121824,5296,550,52,109,322,10209,47,558,84,15,0.0,953,25,6049,94,3831,38,24,79,36,72,121.0,88,10.0,25.0,503,183,11.0,14.0,888,4.0,642,194,2549,70.0,85,34,247,195,60,248,98,1181,1736,9306,197,98,345,90519,181360,109708,2022-07-04,3.0,146,4,0,38,0.0,121,8,34,5630,0.0,675,78659,2339,427,1,30,151,8022,2,132,3,4,0.0,303,0,3751,10,936,10,0,13,5,38,0.0,4,6.0,0.0,239,39,1.0,0.0,537,1.0,219,47,1680,1.0,55,2,119,9,2,145,11,694,1168,2995,88,7,144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
234,2.0,192,33,45,110,0.0,112,14,81,2731,0.0,148,24170,1495,78,44,72,113,1583,33,239,97,15,0.0,230,25,2592,53,361,30,39,26,29,21,9.0,12,1.0,4.0,253,37,6.0,6.0,228,1.0,223,87,1277,1.0,27,40,131,71,27,82,50,317,3058,3976,59,68,203,17111,45068,272,2022-11-05,0.0,0,0,0,0,0.0,0,0,0,2,0.0,0,121,7,0,0,0,2,3,0,0,0,0,0.0,0,0,40,0,8,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,2,0.0,1,0,0,0.0,0,0,0,0,0,0,0,0,7,76,0,0,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235,23.0,417,46,321,113,5.0,222,14,168,11529,0.0,1143,151930,6257,224,42,152,285,11465,40,676,109,15,2.0,681,24,7151,94,2834,71,34,1443,58,53,118.0,68,0.0,10.0,991,154,4.0,17.0,1154,6.0,897,287,2690,65.0,104,60,191,223,69,352,82,1527,2209,7769,307,104,272,95649,217374,143094,2022-06-23,17.0,135,5,4,24,1.0,99,4,49,6686,0.0,559,107947,2901,105,2,82,107,8678,0,141,17,2,1.0,104,0,4059,11,960,29,2,1321,7,22,0.0,6,0.0,0.0,516,11,1.0,3.0,796,0.0,331,87,1754,0.0,69,27,86,25,2,245,10,1025,1549,2286,67,27,90,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
236,6.0,209,43,31,68,2.0,92,10,72,2478,0.0,156,20612,1593,76,51,91,126,1936,24,210,56,7,0.0,278,24,1205,58,458,24,29,23,27,32,0.0,5,6.0,1.0,244,30,0.0,3.0,252,0.0,209,88,1466,0.0,42,61,92,42,36,448,57,705,3378,4485,57,188,284,17392,42286,429,2022-10-22,0.0,0,0,0,7,0.0,0,1,0,3,0.0,0,222,11,0,0,1,0,3,0,0,0,0,0.0,20,0,0,0,5,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,1,0.0,0,0,2,0.0,0,0,0,0,0,0,0,0,43,101,0,0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237,6.0,332,44,244,171,3.0,271,28,155,11092,0.0,916,148569,7331,213,66,199,509,10445,53,674,102,25,1.0,637,30,8759,47,6098,38,30,316,47,72,78.0,45,1.0,54.0,423,153,6.0,14.0,912,7.0,628,518,2878,57.0,147,33,398,184,65,370,86,826,2185,9956,319,73,589,94419,218529,128946,2022-06-14,3.0,105,4,1,43,0.0,60,4,40,6748,0.0,390,92195,4157,113,4,137,276,7772,1,170,22,10,0.0,156,1,6050,0,2131,15,0,118,3,32,0.0,0,0.0,1.0,154,15,2.0,0.0,541,2.0,157,326,1908,0.0,110,1,263,49,6,258,10,378,1567,2000,123,11,303,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
238,6.0,303,46,31,72,2.0,87,9,90,2921,0.0,270,22776,2043,83,56,78,160,2322,26,282,66,10,0.0,251,34,1532,53,492,24,30,61,50,27,12.0,10,2.0,4.0,295,51,4.0,1.0,279,5.0,283,95,1631,1.0,51,36,103,60,21,115,56,486,3339,4932,215,126,308,19128,46816,416,2022-10-15,0.0,10,0,0,0,0.0,0,2,0,7,0.0,0,273,17,0,0,0,0,8,0,0,0,0,0.0,0,0,2,0,6,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,1,0,0.0,0,0,0,0,0,0,0,3,1,75,0,0,11,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
239,20.0,2827,14,206,704,4.0,1087,52,366,25269,1.0,605,369182,20392,315,68,587,1248,25327,254,8770,108,28,1.0,898,4,19106,149,8013,9,216,136,71,177,158.0,215,5.0,11.0,1614,119,110.0,96.0,5454,8.0,1939,930,5621,5.0,103,40,433,2004,161,5555,145,6487,4340,23604,342,37,1019,291581,546780,361216,2022-03-05,7.0,1211,3,31,425,0.0,788,17,171,16000,0.0,223,254545,13380,139,35,225,632,17227,65,5543,55,2,0.0,381,0,12484,56,5741,0,52,64,41,90,28.0,49,1.0,2.0,647,31,37.0,36.0,3506,0.0,607,684,3783,1.0,48,17,139,1373,41,5067,43,3404,3169,8097,152,3,611,0.0,0.0,6.0,3.0,0.0,5.0,0.0,4.0,0.0,0.0
240,6.0,259,47,49,115,2.0,111,20,119,4018,0.0,256,35364,2967,103,59,97,183,2719,46,371,96,12,0.0,384,34,2730,56,480,15,57,77,28,32,14.0,24,3.0,3.0,367,46,14.0,3.0,338,5.0,473,150,1619,2.0,40,24,94,109,59,392,110,673,3408,7389,198,322,435,29319,67230,1799,2022-09-15,0.0,2,0,0,0,0.0,0,2,0,5,0.0,0,1072,10,1,0,0,0,7,0,0,8,0,0.0,0,0,8,0,7,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,19,0.0,1,2,1,0.0,0,0,0,2,0,0,0,3,3,641,0,0,5,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
241,10.0,628,41,256,206,4.0,209,37,135,10439,0.0,989,164204,8114,194,53,115,388,9357,136,1422,106,26,1.0,611,23,9999,54,2593,40,49,105,61,86,127.0,93,0.0,59.0,569,64,8.0,25.0,1188,7.0,732,338,2606,57.0,37,101,162,258,87,277,102,1603,1894,9812,146,84,572,115027,231699,137857,2022-05-25,4.0,327,9,6,79,0.0,102,12,15,5706,0.0,387,105051,3975,81,1,52,194,6065,9,602,30,9,0.0,78,0,5900,6,915,17,0,19,15,48,0.0,3,0.0,1.0,214,5,0.0,1.0,692,1.0,130,125,1591,0.0,3,63,48,48,0,180,23,853,1273,2562,22,8,297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242,7.0,330,38,67,123,0.0,135,40,99,5631,0.0,353,37401,4126,131,62,269,285,4860,32,354,98,21,2.0,601,36,4521,89,623,24,42,62,40,30,13.0,6,4.0,4.0,581,65,12.0,4.0,577,6.0,627,120,2010,0.0,27,39,146,69,39,268,108,1767,3320,7409,149,182,419,35285,78507,472,2022-09-22,0.0,2,0,0,0,0.0,0,1,0,15,0.0,0,257,7,1,0,1,0,4,0,0,0,0,0.0,3,0,9,0,8,0,0,0,0,0,0.0,0,0.0,0.0,1,0,0.0,0.0,10,0.0,1,0,1,0.0,0,0,0,0,0,0,0,5,2,133,0,0,11,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
243,26.0,818,54,305,221,4.0,358,58,238,19724,2.0,1092,203767,9036,273,85,133,2989,12731,56,1145,115,50,0.0,813,34,16749,65,3415,45,54,266,85,234,79.0,69,3.0,61.0,1540,330,12.0,12.0,1583,11.0,794,278,2558,51.0,153,35,1038,201,69,529,162,1409,3047,12658,130,72,565,129548,302490,193021,2022-05-12,15.0,475,9,21,60,0.0,208,19,64,13367,0.0,561,138652,4428,127,5,54,1407,9076,0,383,26,13,0.0,254,2,10327,3,1075,13,3,200,29,195,0.0,11,0.0,0.0,971,249,2.0,0.0,934,3.0,173,99,1489,0.0,105,0,703,21,0,373,45,748,2326,3316,28,8,346,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244,12.0,207,41,44,163,1.0,163,17,155,7133,0.0,671,100539,5423,217,68,64,324,14534,164,593,138,10,1.0,278,26,4465,73,763,38,34,76,63,235,15.0,34,5.0,4.0,917,103,14.0,5.0,502,3.0,443,188,3285,0.0,38,36,264,115,43,559,91,1416,5218,7776,149,88,1219,78679,159263,109554,2022-08-05,7.0,107,4,7,94,0.0,86,3,58,4686,0.0,472,74754,3406,137,3,19,144,12328,98,309,77,3,0.0,51,0,2935,4,335,12,5,22,25,196,0.0,4,4.0,1.0,572,9,7.0,0.0,228,0.0,132,68,1811,0.0,10,5,150,44,2,460,23,797,2094,2190,76,15,465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245,5.0,742,37,36,125,1.0,83,20,69,1877,0.0,144,20822,1314,114,52,80,141,1575,39,222,75,19,0.0,277,33,1079,55,398,17,33,54,35,35,11.0,13,0.0,6.0,180,41,4.0,10.0,224,0.0,222,97,1130,5.0,36,26,72,64,25,100,84,295,2948,4116,72,106,235,15836,39730,345,2022-12-03,0.0,2,0,0,1,0.0,0,0,0,3,0.0,0,126,5,0,0,0,1,19,0,0,0,0,0.0,0,0,2,0,9,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,3,0,0.0,0,0,0,0,0,2,0,1,0,171,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246,3.0,985,38,58,222,6.0,365,83,288,18834,0.0,537,265907,10960,458,37,173,955,15928,77,2698,87,42,0.0,540,32,12954,76,2390,17,34,173,60,185,21.0,36,10.0,9.0,1467,92,40.0,2.0,2729,3.0,817,316,6115,15.0,173,37,534,383,31,912,70,1423,5118,14706,132,76,507,162099,370977,276528,2022-04-02,1.0,541,8,4,98,0.0,202,55,158,13057,0.0,329,209191,8218,314,6,80,420,12269,27,1976,22,3,0.0,239,8,8845,29,1197,2,2,104,25,131,2.0,5,4.0,0.0,875,25,26.0,0.0,1730,2.0,352,158,4670,7.0,120,21,349,251,2,642,7,659,3934,4821,51,7,247,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247,4.0,352,41,77,115,0.0,151,81,82,2345,0.0,149,28620,2491,173,50,64,164,2562,41,266,117,25,0.0,579,28,1479,51,340,29,30,42,50,34,14.0,19,0.0,7.0,327,56,11.0,19.0,278,0.0,841,171,1047,0.0,42,25,91,78,33,121,92,582,2569,5178,149,117,187,23679,52687,358,2022-12-30,0.0,12,0,0,0,0.0,0,1,0,16,0.0,0,125,11,2,0,0,0,3,0,0,0,0,0.0,2,0,10,0,6,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,169,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
248,41.0,700,44,42,208,1.0,164,16,154,8101,0.0,1965,111211,9559,154,62,135,431,12180,109,354,82,13,1.0,567,17,11312,59,943,31,19,68,86,373,6.0,15,9.0,2.0,1094,146,0.0,2.0,910,3.0,636,190,3018,8.0,64,49,280,124,23,327,103,5227,6842,11175,293,74,1282,94259,191104,131568,2022-08-01,33.0,381,2,1,137,0.0,72,8,58,5247,0.0,1599,82106,6901,28,0,61,263,9975,62,145,6,3,0.0,157,0,8948,5,499,1,0,34,43,307,0.0,5,6.0,2.0,727,22,0.0,0.0,611,1.0,227,67,1476,4.0,15,4,173,67,0,214,31,3806,2862,3316,175,12,663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249,12.0,1035,58,72,460,9.0,715,40,246,20566,0.0,976,286856,20695,410,38,579,739,17542,73,1167,86,24,1.0,663,11,24478,76,8449,32,32,153,32,333,24.0,31,18.0,19.0,1904,61,18.0,15.0,3216,14.0,843,432,3857,0.0,130,25,305,260,47,1791,77,2274,4673,14671,255,72,1141,206074,422832,310073,2022-04-06,2.0,554,18,11,285,2.0,508,8,103,13103,0.0,623,221377,15984,305,4,386,380,12600,24,528,31,10,0.0,392,0,17688,39,6146,3,5,92,3,290,2.0,9,9.0,12.0,1085,12,5.0,4.0,2139,2.0,266,256,2247,0.0,67,4,117,145,6,1465,19,1324,3455,4930,154,18,817,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250,1.0,129,50,38,94,0.0,95,30,92,1818,0.0,128,27055,1812,84,39,87,164,2060,25,178,69,28,1.0,257,32,1328,54,316,29,29,56,28,31,5.0,11,2.0,3.0,258,37,3.0,13.0,226,0.0,262,114,1349,0.0,26,33,112,60,39,78,104,309,2842,4727,65,163,155,20050,47234,417,2022-12-07,0.0,0,0,0,1,0.0,0,0,0,0,0.0,0,145,1,0,0,0,1,18,0,1,0,0,0.0,0,0,2,0,8,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,10,0.0,0,0,0,0,0,0,0,0,2,203,0,0,25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251,21.0,3261,13,151,262,18.0,280,37,276,19583,0.0,521,271305,16059,366,12,2105,412,21529,261,8926,64,29,2.0,676,2,8774,106,4191,137,91,256,23,16,138.0,176,16.0,21.0,1013,101,30.0,155.0,5014,18.0,2649,459,1982,7.0,54,7,185,1530,149,11437,135,12980,1329,21663,708,25,644,295584,422400,283227,2022-02-26,5.0,1107,1,15,113,0.0,94,7,128,12337,0.0,177,193398,9807,143,2,794,119,14620,77,5182,12,13,0.0,250,0,4696,11,2997,113,9,188,6,0,17.0,35,11.0,4.0,320,45,2.0,65.0,3199,4.0,1122,237,897,1.0,18,2,57,827,46,10239,43,6413,638,11890,338,2,333,8.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252,16.0,1381,128,297,343,3.0,291,44,229,20792,5.0,1626,261859,14342,365,81,212,4373,19139,83,1506,111,27,3.0,668,35,22222,71,5378,48,63,910,54,186,80.0,75,11.0,55.0,2379,135,23.0,35.0,2563,10.0,1437,404,3435,73.0,97,42,520,248,88,3479,232,2761,4334,18161,334,104,1137,175433,399145,272695,2022-05-09,10.0,849,70,7,134,0.0,116,16,78,13441,0.0,954,190618,8587,175,13,97,3907,13693,4,532,16,3,0.0,80,0,14716,14,1301,17,7,836,8,121,0.0,4,4.0,1.0,1606,52,9.0,6.0,1701,1.0,692,159,1971,0.0,54,5,308,35,1,3243,90,1561,3467,6398,184,14,708,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
253,74.0,1686,56,106,1132,20.0,394,38,387,16934,1.0,764,251751,13508,367,44,206,906,14398,79,2176,112,42,6.0,508,24,16034,80,2647,48,104,1392,155,130,24.0,52,8.0,11.0,1182,116,36.0,21.0,3530,2.0,1287,363,3660,6.0,156,33,335,332,84,1024,195,3597,5454,14968,283,88,965,165211,364124,248926,2022-03-29,46.0,1005,23,8,936,2.0,193,11,186,10476,0.0,396,181322,10012,229,10,98,494,9394,11,1302,38,18,0.0,196,4,10452,20,1205,19,34,940,116,81,1.0,6,4.0,4.0,543,19,13.0,0.0,2466,0.0,601,179,2160,2.0,115,15,182,162,15,744,123,2268,4304,5045,172,11,495,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
254,12.0,714,47,327,181,3.0,168,30,130,11222,0.0,740,141920,6624,224,61,107,517,8206,91,1248,81,30,4.0,603,24,12023,70,3212,23,58,87,48,55,113.0,91,4.0,55.0,728,94,16.0,15.0,1286,4.0,834,247,1757,72.0,42,32,312,290,86,393,119,1293,2662,11233,202,86,665,91933,211623,131868,2022-05-21,5.0,392,5,1,60,0.0,78,12,38,7114,0.0,361,96145,3423,124,1,41,243,5601,6,255,7,10,2.0,75,0,8001,10,1164,2,4,23,6,21,0.0,5,0.0,0.0,330,20,1.0,2.0,794,0.0,292,71,860,9.0,7,3,120,94,1,285,16,666,2109,2500,19,4,430,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,3.0,354,40,43,76,3.0,175,23,178,4640,0.0,278,31454,1984,110,64,124,239,2669,27,228,69,22,0.0,354,17,2957,72,1244,25,25,35,40,40,3.0,3,3.0,1.0,403,58,1.0,3.0,502,4.0,397,146,1702,0.0,48,29,118,33,30,281,85,884,3723,11009,89,138,220,27687,67526,1128,2022-09-11,0.0,16,0,0,0,0.0,0,2,0,17,0.0,0,221,5,1,0,0,0,2,0,1,0,0,0.0,0,0,3,0,8,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,1,0.0,0,0,1,0.0,0,0,0,0,0,0,0,2,3,833,1,0,11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
256,7.0,3186,22,211,326,19.0,299,94,303,14369,0.0,596,253648,16770,351,31,583,515,24977,346,10375,141,18,4.0,676,8,12158,89,4317,22,225,358,21,15,108.0,308,12.0,19.0,916,77,47.0,80.0,3203,12.0,2130,812,3776,8.0,106,9,183,1592,166,26411,90,7182,1583,14237,373,36,718,261545,409279,261975,2022-03-01,0.0,1392,15,18,83,1.0,111,62,81,7815,0.0,169,166458,10638,161,17,180,149,16509,70,6370,64,1,0.0,180,1,6768,23,3139,2,80,269,1,3,9.0,89,8.0,6.0,279,20,11.0,14.0,1878,6.0,634,633,2359,0.0,43,2,52,860,54,25140,12,3529,882,4176,84,4,361,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
257,24.0,552,128,293,365,3.0,301,45,327,14020,1.0,1462,258311,16733,237,102,182,1985,14189,105,967,139,43,0.0,643,39,16822,94,5357,44,61,105,76,70,93.0,68,2.0,76.0,2482,281,9.0,15.0,2247,15.0,946,365,5764,57.0,60,55,1693,213,80,497,168,3136,15054,19729,273,132,575,150567,387912,264485,2022-05-16,17.0,226,17,4,184,0.0,124,23,174,8881,0.0,776,190985,11677,106,19,106,853,10337,3,274,49,3,0.0,160,2,10945,10,2800,9,5,29,6,22,0.0,6,0.0,1.0,1956,154,1.0,0.0,1535,1.0,234,169,2377,0.0,12,3,1147,47,6,342,50,1919,8077,7138,149,11,324,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258,3.0,257,50,71,92,0.0,96,13,76,3754,0.0,240,28094,2826,91,41,82,188,2781,56,247,56,19,1.0,303,21,1420,64,551,29,31,39,37,49,17.0,12,2.0,3.0,393,53,5.0,1.0,339,3.0,371,91,1972,2.0,43,28,80,67,33,155,66,5256,3130,5985,105,116,618,26651,60625,721,2022-09-26,0.0,1,0,0,0,0.0,0,0,0,4,0.0,0,273,6,1,0,0,0,6,0,1,0,0,0.0,0,0,3,0,7,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,1,0.0,0,0,1,0.0,0,0,0,0,0,1,1,49,0,150,0,1,215,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259,54.0,972,66,52,227,7.0,473,50,201,25452,1.0,1427,302692,12200,220,59,294,510,12346,42,945,67,20,1.0,659,25,18227,63,3075,47,37,89,41,125,6.0,17,1.0,6.0,1656,100,15.0,4.0,2744,7.0,878,302,4286,1.0,100,41,640,172,42,1953,77,1419,5361,14416,730,72,704,164892,416516,320878,2022-04-19,16.0,534,33,4,104,2.0,301,15,95,16891,0.0,1053,246912,9436,102,10,160,210,8821,5,489,4,4,0.0,318,1,12944,14,1945,14,2,35,1,81,0.0,2,0.0,0.0,974,35,4.0,0.0,1782,0.0,368,183,3089,0.0,65,6,520,79,6,1572,15,664,4406,5509,683,11,349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260,8.0,250,47,26,102,3.0,114,14,82,3004,0.0,237,26263,2093,88,47,40,165,2449,27,121,74,6,0.0,237,22,2176,68,533,34,22,50,55,149,3.0,1,2.0,1.0,250,58,0.0,0.0,373,2.0,820,155,1746,0.0,36,28,117,29,27,122,68,504,3768,6369,51,127,139,22992,53402,515,2022-08-29,0.0,11,0,0,0,0.0,0,0,0,4,0.0,0,213,6,0,0,0,1,6,0,1,0,0,0.0,0,0,5,0,10,0,0,0,0,0,0.0,0,0.0,0.0,1,0,0.0,0.0,5,0.0,0,0,2,0.0,0,0,0,0,0,0,0,3,4,239,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
261,4.0,1681,45,74,199,5.0,99,42,89,1947,0.0,170,29472,8563,161,60,107,166,1912,31,449,100,18,0.0,662,33,1665,50,707,25,35,36,44,39,33.0,17,9.0,6.0,252,53,0.0,15.0,203,10.0,1076,135,1213,3.0,41,28,76,60,32,156,102,754,2680,7394,82,124,234,37253,63479,538,2022-12-18,0.0,4,0,0,1,0.0,0,0,0,3,0.0,0,156,9,2,0,0,1,7,0,9,0,0,0.0,6,0,0,0,7,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,3,0,0,0.0,0,0,0,0,0,0,1,0,0,329,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
262,2.0,241,50,59,53,0.0,65,21,73,3152,0.0,150,22872,2011,103,62,94,168,2100,35,394,68,9,0.0,368,31,1442,50,333,22,43,31,44,27,7.0,8,1.0,3.0,231,53,9.0,3.0,249,2.0,311,126,1372,1.0,30,52,85,56,41,132,65,457,3132,4878,73,137,193,19396,45881,337,2022-10-26,0.0,0,1,0,0,0.0,0,2,0,5,0.0,0,159,8,0,0,0,0,1,0,1,0,0,0.0,1,0,2,0,6,0,0,0,0,0,0.0,0,0.0,0.0,1,0,0.0,0.0,0,0.0,0,0,0,0.0,1,0,0,0,0,0,1,1,2,136,0,0,9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
263,13.0,477,56,343,183,2.0,326,24,256,15490,0.0,1446,164978,10112,277,48,104,444,12521,65,1926,83,28,0.0,779,29,9359,99,2922,48,45,169,43,167,96.0,78,2.0,21.0,872,184,11.0,19.0,1492,9.0,679,460,4872,57.0,68,47,199,233,112,349,151,1496,12805,22909,431,127,459,121093,271100,179295,2022-06-27,5.0,168,11,8,46,1.0,114,5,124,10363,0.0,835,115459,6149,155,4,38,202,9082,9,1380,9,8,0.0,212,2,6102,25,1007,20,12,98,5,129,1.0,2,0.0,1.0,507,18,1.0,0.0,1048,3.0,191,261,3635,1.0,35,9,74,25,9,211,37,718,10495,9786,193,17,230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264,1.0,146,56,56,108,4.0,87,64,76,2163,0.0,153,24947,1813,117,56,97,130,1580,43,198,110,16,2.0,260,26,1328,47,440,31,26,45,32,38,16.0,19,3.0,1.0,289,41,3.0,11.0,241,2.0,230,125,1389,1.0,38,35,74,69,45,84,118,379,3131,4756,71,81,390,19312,45941,438,2022-11-29,0.0,0,0,0,5,0.0,0,0,0,2,0.0,0,179,11,1,0,0,0,11,0,0,0,0,0.0,0,0,4,0,8,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,1,1,0.0,0,0,0,0,0,0,0,1,1,203,0,0,10,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
