,ar,bg,bn,ca,ckb,cs,cy,da,de,el,en,es,et,eu,fa,fi,fr,gu,hi,ht,hu,in,is,it,iw,ja,ka,kn,ko,lt,lv,ml,mr,my,ne,nl,no,or,pa,pl,ps,pt,ro,ru,si,sl,sr,sv,ta,te,th,tl,tr,uk,und,ur,vi,zh,unique_users,row_count,text_duplicated_count,date,ar_dupl,bg_dupl,bn_dupl,ca_dupl,ckb_dupl,cs_dupl,cy_dupl,da_dupl,de_dupl,el_dupl,en_dupl,es_dupl,et_dupl,eu_dupl,fa_dupl,fi_dupl,fr_dupl,gu_dupl,hi_dupl,ht_dupl,hu_dupl,in_dupl,is_dupl,it_dupl,iw_dupl,ja_dupl,ka_dupl,kn_dupl,ko_dupl,lt_dupl,lv_dupl,ml_dupl,mr_dupl,my_dupl,ne_dupl,nl_dupl,no_dupl,or_dupl,pa_dupl,pl_dupl,ps_dupl,pt_dupl,ro_dupl,ru_dupl,si_dupl,sl_dupl,sr_dupl,sv_dupl,ta_dupl,te_dupl,th_dupl,tl_dupl,tr_dupl,uk_dupl,und_dupl,ur_dupl,vi_dupl,zh_dupl,am,am_dupl,hy,sd,hy_dupl,sd_dupl,km,km_dupl,dv,dv_dupl,lo,lo_dupl,ug,ug_dupl
0,82,36,40,54,1.0,64,6.0,60,2672,92,17138,1393,59,52,33,129,1782,24,165,55,3.0,215,24.0,1626,37,301,14.0,33,46,33,31,2.0,3.0,2.0,4.0,191,28,2.0,5.0,205,4.0,224,101,959,2.0,32,23.0,110,54,28.0,69,45,294,2418,3245,61,81,242,14353,34734,194,2023-01-31,0,0,0,0,0.0,9,0.0,0,9,0,68,7,0,0,0,0,0,0,0,0,0.0,1,0.0,14,0,4,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0,0.0,0,1,0,0.0,0,0.0,0,0,0.0,0,0,1,0,66,0,2,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,117,41,50,109,1.0,110,28.0,82,3478,105,25624,1600,116,46,66,105,2054,62,282,74,11.0,322,14.0,1207,49,368,36.0,26,32,25,39,8.0,14.0,0.0,8.0,207,46,4.0,8.0,294,1.0,236,120,1051,1.0,34,25.0,115,101,33.0,58,61,280,2609,4382,95,102,91,19162,46266,896,2023-01-06,0,0,0,1,0.0,0,1.0,0,19,0,642,10,2,0,0,1,8,0,1,0,0.0,1,0.0,0,0,7,0.0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1,0.0,3,0,2,0.0,0,0.0,0,0,0.0,0,0,1,0,195,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,24,4,1,16,0.0,37,0.0,5,210,56,5042,3109,10,10,8,15,584,11,125,7,0.0,66,0.0,1479,9,36,4.0,2,5,5,3,1.0,0.0,0.0,0.0,70,1,0.0,0.0,85,0.0,53,22,374,0.0,4,4.0,6,2,2.0,33,2,246,1792,750,118,22,29,7942,14499,8379,2023-06-01,10,0,0,0,0.0,9,0.0,0,69,15,3218,2752,0,4,0,8,481,0,80,0,0.0,7,0.0,1148,4,4,0.0,0,0,0,0,0.0,0.0,0.0,0.0,31,0,0.0,0.0,34,0.0,19,5,22,0.0,0,0.0,1,0,0.0,2,0,136,9,188,103,3,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,71,54,58,87,0.0,104,15.0,87,3914,129,22934,1622,107,44,61,155,2171,30,237,64,4.0,244,24.0,1571,55,291,23.0,27,32,39,27,10.0,4.0,1.0,1.0,269,36,4.0,7.0,379,2.0,274,97,1157,0.0,27,38.0,121,62,27.0,78,65,291,2504,3962,88,101,174,17426,44068,506,2023-01-19,0,0,0,0,0.0,9,0.0,0,11,0,315,4,0,0,1,1,1,0,0,0,0.0,0,0.0,1,0,8,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,9,1,0,0.0,0,0.0,0,0,0.0,0,0,0,2,113,0,1,29,5.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,354,43,36,280,0.0,154,22.0,74,8725,282,82962,8070,105,57,28,206,8808,51,422,71,6.0,391,19.0,5519,50,530,17.0,37,54,37,59,11.0,9.0,14.0,9.0,434,49,9.0,18.0,530,2.0,1804,196,2000,3.0,27,27.0,176,75,56.0,395,93,324,3090,6161,119,150,180,65487,133446,88069,2023-02-28,197,2,0,155,0.0,74,11.0,8,5411,148,59051,6014,16,9,7,27,6781,2,131,7,0.0,114,1.0,3882,0,178,0.0,10,5,0,20,0.0,0.0,8.0,0.0,205,1,2.0,0.0,254,0.0,1426,83,949,0.0,0,0.0,60,12,10.0,293,22,104,665,1575,46,43,42,11.0,8.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,121,39,46,107,1.0,100,11.0,77,7870,291,66096,6285,129,46,51,291,7374,50,340,61,14.0,297,26.0,3971,53,375,18.0,32,85,35,32,7.0,8.0,3.0,3.0,246,36,6.0,9.0,354,4.0,808,189,1453,1.0,41,36.0,248,60,29.0,67,79,334,2522,4911,85,203,123,48926,106192,72813,2023-04-08,41,9,2,36,0.0,49,1.0,15,5989,193,47279,5226,49,4,9,145,6050,2,121,2,5.0,80,0.0,3058,0,180,0.0,3,8,3,7,0.0,0.0,1.0,0.0,88,6,0.0,1.0,199,2.0,453,102,754,0.0,3,0.0,162,10,0.0,19,32,191,722,1379,36,68,19,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,161,43,43,128,0.0,183,17.0,87,7597,350,82356,7824,163,62,141,347,8780,23,434,57,26.0,444,21.0,5565,36,655,27.0,28,86,40,94,5.0,11.0,3.0,6.0,464,41,5.0,7.0,408,3.0,552,953,1795,1.0,62,38.0,135,60,32.0,148,70,457,3099,6226,100,185,139,63160,130839,86654,2023-03-27,56,7,4,37,0.0,103,4.0,18,5451,184,57129,6165,58,4,91,90,7073,0,207,4,2.0,96,0.0,4297,0,350,0.0,0,16,2,53,1.0,2.0,1.0,1.0,248,3,0.0,0.0,182,2.0,286,808,715,0.0,26,2.0,29,6,0.0,67,6,134,913,1615,30,46,23,11.0,7.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,467,59,46,246,0.0,166,25.0,97,5962,223,72090,6529,299,53,53,432,9234,48,656,107,14.0,353,24.0,6152,41,960,20.0,64,54,45,71,10.0,19.0,13.0,6.0,359,74,6.0,4.0,459,56.0,451,293,1594,1.0,83,28.0,145,51,32.0,155,105,603,3771,6430,588,179,180,56183,120293,79642,2023-03-10,106,15,1,143,0.0,89,9.0,20,3878,130,50178,5126,194,4,15,215,7256,7,382,26,0.0,67,1.0,4881,0,685,3.0,28,10,3,28,0.0,2.0,11.0,0.0,165,26,1.0,0.0,234,27.0,209,178,577,0.0,54,3.0,50,5,1.0,87,28,286,1509,2220,332,71,66,0.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8,21,16,10,14,0.0,32,0.0,16,133,83,4838,7905,30,22,15,16,1946,6,31,16,4.0,54,5.0,2293,11,47,13.0,5,7,9,3,0.0,0.0,0.0,0.0,52,6,0.0,0.0,32,0.0,76,34,395,0.0,6,11.0,29,14,12.0,27,8,46,1557,485,7,58,21,12015,20488,14001,2023-05-30,5,0,0,7,0.0,10,0.0,1,37,38,3073,7027,3,8,2,0,1767,0,14,0,0.0,6,0.0,1799,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,17,0,0.0,0.0,11,0.0,16,10,15,0.0,1,0.0,5,0,2.0,8,0,10,19,71,0,9,0,11.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,328,51,37,459,0.0,128,9.0,87,3211,579,57347,17606,123,44,43,72,9531,50,189,53,12.0,505,24.0,10475,73,243,26.0,35,36,31,29,1.0,6.0,0.0,2.0,5911,46,0.0,0.0,309,3.0,509,318,2203,0.0,69,49.0,88,32,39.0,152,41,390,7047,5063,150,450,111,43905,124425,77426,2023-05-05,192,5,0,316,0.0,31,0.0,11,2201,269,33399,15068,3,7,2,13,8254,9,86,2,3.0,89,0.0,8449,6,45,1.0,1,0,0,0,0.0,3.0,0.0,0.0,5092,1,0.0,0.0,140,2.0,260,188,327,0.0,27,0.0,15,3,0.0,47,0,135,276,2187,121,118,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,184,33,38,137,0.0,216,8.0,113,6125,312,65425,9036,141,47,49,154,7618,31,218,60,27.0,313,25.0,5367,49,822,22.0,39,88,32,34,5.0,9.0,34.0,3.0,308,44,4.0,5.0,429,3.0,993,159,1867,0.0,38,25.0,105,61,24.0,85,58,268,2279,6008,64,156,201,52002,110001,70280,2023-04-17,68,10,0,56,0.0,143,0.0,36,4336,166,42556,7364,29,0,14,63,6180,2,64,3,13.0,39,0.0,4260,0,602,3.0,1,11,0,8,0.0,1.0,31.0,0.0,132,6,1.0,0.0,274,0.0,451,46,984,0.0,4,1.0,18,3,0.0,24,9,128,571,1434,20,73,41,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,78,27,27,78,0.0,56,9.0,70,1223,90,20287,9763,68,41,47,32,2726,20,71,59,18.0,183,19.0,2098,33,151,15.0,18,43,23,21,4.0,2.0,0.0,3.0,153,25,1.0,3.0,112,0.0,277,120,937,0.0,24,17.0,46,30,23.0,52,32,145,1708,2424,33,141,60,19770,43767,16966,2023-04-20,3,0,0,30,0.0,15,0.0,2,168,17,4679,8354,0,0,2,1,1695,0,1,3,13.0,4,0.0,1391,1,3,0.0,0,0,0,0,0.0,0.0,0.0,0.0,38,0,0.0,0.0,30,0.0,78,30,120,0.0,3,0.0,0,1,0.0,13,5,18,7,200,3,36,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,174,29,34,147,1.0,222,18.0,77,7145,267,72626,7687,144,58,96,242,10547,49,333,75,29.0,495,23.0,3713,66,617,18.0,21,125,43,114,7.0,9.0,1.0,8.0,294,63,4.0,10.0,656,1.0,499,186,2037,1.0,51,24.0,144,73,27.0,283,74,917,3275,7057,117,225,144,59705,121433,79138,2023-04-13,51,0,1,44,0.0,126,9.0,14,5029,141,48697,5917,38,3,34,117,9045,4,142,8,15.0,150,0.0,2711,4,380,0.0,0,13,11,70,1.0,1.0,1.0,4.0,84,7,0.0,0.0,454,0.0,234,72,912,0.0,19,1.0,45,17,0.0,207,9,587,1082,2456,45,112,13,3.0,0.0,1.0,5.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,118,22,30,76,1.0,53,4.0,39,1162,188,19336,6348,76,34,43,31,2274,28,96,62,5.0,226,21.0,2526,28,110,22.0,15,29,21,17,1.0,1.0,5.0,0.0,133,25,1.0,9.0,157,0.0,199,112,980,1.0,21,14.0,33,26,18.0,58,19,165,1540,2621,45,135,46,18776,39407,13478,2023-04-24,23,1,0,14,0.0,9,1.0,0,141,73,4261,5395,12,0,0,3,1152,0,2,11,0.0,7,0.0,1764,0,2,0.0,0,0,1,0,0.0,0.0,4.0,0.0,30,0,0.0,0.0,59,0.0,49,35,128,0.0,0,0.0,0,0,0.0,7,0,22,8,226,7,31,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,121,42,47,52,0.0,94,11.0,67,2572,86,19280,1139,72,49,50,104,1793,34,216,63,13.0,226,22.0,1401,56,308,23.0,23,50,38,30,4.0,6.0,3.0,0.0,257,55,0.0,2.0,208,4.0,327,70,1030,1.0,14,27.0,105,37,26.0,85,50,298,2102,3904,117,64,188,15780,37071,256,2023-02-04,0,0,0,0,0.0,7,0.0,0,16,0,112,4,0,0,0,0,2,0,0,0,0.0,0,0.0,12,0,7,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1,12,0.0,0.0,0,0.0,0,1,0,0.0,0,0.0,1,0,0.0,0,0,0,0,81,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,39,19,9,71,0.0,60,1.0,19,445,54,10806,9559,23,18,9,124,1371,4,405,30,1.0,105,5.0,3721,12,44,8.0,12,13,9,11,0.0,0.0,0.0,4.0,989,7,0.0,0.0,53,0.0,150,65,683,0.0,9,11.0,24,5,13.0,26,11,75,1636,1131,5,122,31,15638,32057,17872,2023-05-03,16,0,0,42,0.0,10,0.0,3,194,14,4118,8183,0,3,0,62,1006,0,364,4,0.0,10,0.0,2867,1,5,0.0,0,4,0,0,0.0,0.0,0.0,1.0,429,0,0.0,0.0,19,0.0,82,14,139,0.0,2,0.0,1,0,0.0,4,0,17,11,217,0,24,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,593,42,66,209,0.0,148,31.0,94,7880,394,92989,7614,156,44,123,256,16722,42,666,90,37.0,593,19.0,9150,52,865,23.0,30,116,60,84,12.0,18.0,51.0,10.0,588,49,8.0,4.0,974,17.0,536,342,2126,1.0,42,35.0,155,67,39.0,570,136,858,3117,8453,395,234,516,78679,158566,104173,2023-03-23,193,2,2,96,0.0,64,9.0,29,5318,199,63059,5466,33,0,29,57,14109,4,221,4,25.0,84,2.0,7262,4,394,0.0,1,20,21,48,1.0,4.0,40.0,5.0,358,3,3.0,0.0,746,4.0,214,156,1074,0.0,6,1.0,34,5,0.0,388,31,347,925,2834,72,75,76,17.0,16.0,1.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,250,51,67,154,0.0,221,19.0,79,7392,305,83394,7877,265,49,71,171,10362,63,504,115,14.0,351,22.0,6275,55,1018,14.0,36,74,49,77,15.0,18.0,4.0,4.0,320,97,2.0,11.0,530,1.0,531,240,1980,1.0,56,32.0,136,96,29.0,179,156,435,3432,7042,122,217,124,65534,135218,83963,2023-03-14,82,7,5,37,0.0,129,6.0,11,4936,158,53355,5863,132,4,16,47,8318,9,214,26,1.0,57,0.0,4680,0,690,0.0,1,11,12,50,1.0,1.0,1.0,0.0,110,45,0.0,0.0,318,1.0,245,123,795,0.0,17,1.0,24,31,0.0,80,22,152,822,2175,35,79,23,7.0,5.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,273,19,30,60,0.0,81,116.0,43,3815,138,42334,6078,113,40,38,86,5981,40,191,55,10.0,343,24.0,3227,45,373,24.0,20,23,24,27,1.0,1.0,7.0,0.0,233,27,0.0,0.0,213,3.0,301,201,842,1.0,35,19.0,84,38,30.0,66,41,283,690,2570,294,134,86,35236,69875,49931,2023-06-05,155,0,2,13,0.0,52,109.0,5,2689,68,31636,5149,15,2,4,43,4931,5,83,0,5.0,108,0.0,2466,1,211,0.0,0,4,3,0,0.0,0.0,3.0,0.0,103,1,0.0,0.0,96,1.0,145,111,128,0.0,8,2.0,14,7,1.0,31,6,114,370,758,224,27,21,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,135,35,50,108,3.0,75,15.0,79,1943,126,25219,1623,149,49,65,115,2395,48,429,83,15.0,342,30.0,1143,63,715,24.0,26,41,35,36,10.0,36.0,3.0,10.0,196,38,9.0,14.0,159,2.0,249,137,1088,4.0,34,29.0,90,114,43.0,148,87,273,2671,5374,107,90,127,20609,46359,377,2023-01-02,0,0,0,0,0.0,0,0.0,0,6,1,113,4,0,0,0,0,1,1,2,0,0.0,0,0.0,14,0,8,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,1,0.0,0,0,1,0,225,0,0,0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,4130,47,49,146,0.0,123,15.0,94,3067,140,28071,5951,147,61,88,161,2172,42,498,100,6.0,628,29.0,2088,48,384,26.0,26,43,45,47,9.0,15.0,2.0,28.0,357,69,6.0,2.0,339,5.0,473,108,1210,2.0,33,28.0,143,32,34.0,1030,831,463,2917,9117,409,119,173,32489,66431,1454,2023-01-15,635,0,0,0,0.0,0,0.0,0,5,0,256,6,1,0,0,0,5,0,0,1,0.0,0,0.0,3,0,18,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,1,0,0,0.0,0,0.0,0,0,0.0,3,1,0,0,489,0,0,30,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
21,120,38,33,99,2.0,100,9.0,85,5023,102,19330,1478,88,43,58,143,2075,39,233,52,6.0,251,20.0,1329,45,284,25.0,26,37,42,37,1.0,11.0,1.0,4.0,244,36,2.0,2.0,356,1.0,221,80,1129,0.0,36,25.0,126,51,23.0,75,40,455,2452,3796,82,89,92,16576,40683,262,2023-01-22,1,0,0,0,0.0,8,1.0,1,20,0,115,5,0,0,0,1,3,0,1,3,0.0,0,0.0,1,0,8,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1,0.0,2,1,0,0.0,0,0.0,0,0,0.0,0,0,1,0,89,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,159,36,24,368,0.0,107,12.0,43,1755,456,37241,23750,74,76,30,53,43794,29,298,52,17.0,347,28.0,10126,46,229,20.0,20,18,30,29,1.0,6.0,0.0,4.0,615,24,10.0,0.0,248,2.0,641,205,1589,0.0,27,34.0,70,40,29.0,102,37,970,5456,2934,39,165,101,49998,132618,97877,2023-05-18,61,3,0,261,0.0,60,1.0,9,1126,238,21609,21242,1,31,2,6,41947,1,165,6,11.0,39,0.0,8105,2,21,0.0,0,1,2,0,0.0,2.0,0.0,1.0,372,2,2.0,0.0,115,1.0,434,86,139,0.0,3,0.0,16,5,0.0,56,2,626,36,955,5,53,16,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,1207,27,32,143,0.0,97,15.0,59,5358,313,52617,14236,111,48,45,71,6204,29,263,97,11.0,431,31.0,12992,53,598,26.0,29,36,36,26,4.0,11.0,9.0,6.0,457,53,1.0,6.0,208,9.0,571,173,818,1.0,36,20.0,88,42,14.0,146,128,2072,864,4689,524,166,80,54402,106447,63195,2023-06-12,376,8,1,57,0.0,56,6.0,8,3053,51,35375,11972,23,2,2,9,4372,1,113,23,0.0,45,0.0,2915,1,112,0.0,0,4,0,0,0.0,1.0,5.0,0.0,122,14,0.0,0.0,70,3.0,161,60,142,0.0,15,2.0,26,3,0.0,38,72,1352,499,1615,365,36,8,1.0,0.0,3.0,2.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,44,13,14,44,0.0,36,2.0,14,273,71,10766,5104,32,42,12,18,2144,5,65,36,1.0,299,9.0,3277,13,83,8.0,9,10,6,12,0.0,0.0,0.0,0.0,106,11,0.0,0.0,87,0.0,161,83,393,0.0,6,10.0,15,10,6.0,30,4,70,1656,790,34,107,35,14200,26077,16535,2023-05-23,21,0,0,28,0.0,13,0.0,0,130,26,6438,4404,2,24,5,4,1894,0,38,19,0.0,206,0.0,2696,0,7,0.0,0,0,0,1,0.0,0.0,0.0,0.0,57,0,0.0,0.0,43,0.0,75,47,9,0.0,0,1.0,2,0,0.0,9,0,44,14,229,29,20,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,274,48,69,262,1.0,148,17.0,204,13502,403,88046,9174,173,45,187,167,15050,49,615,66,17.0,359,20.0,6394,60,756,21.0,38,29,27,67,2.0,6.0,4.0,6.0,990,46,4.0,5.0,760,1.0,549,232,2323,2.0,60,32.0,220,68,39.0,290,94,483,3866,7664,139,126,181,72273,154484,105539,2023-03-03,120,8,2,159,1.0,63,3.0,127,10152,252,62049,7114,56,0,132,39,12681,5,346,8,9.0,100,0.0,4783,5,383,0.0,1,5,0,38,0.0,0.0,4.0,1.0,753,8,1.0,0.0,445,1.0,241,99,1045,0.0,16,0.0,117,18,9.0,206,21,263,1138,2400,50,32,30,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,62,17,12,49,0.0,34,4.0,15,866,162,14748,5676,28,13,7,17,7180,8,17,36,5.0,105,11.0,12669,13,61,10.0,7,13,8,10,0.0,1.0,0.0,0.0,857,15,0.0,0.0,143,0.0,289,110,469,0.0,7,10.0,28,7,7.0,21,11,87,1531,1240,7,133,25,23308,46861,34086,2023-05-14,38,1,0,23,0.0,10,1.0,2,574,81,9252,5072,0,0,0,1,6377,1,5,14,1.0,10,4.0,10853,0,16,0.0,0,1,0,0,0.0,0.0,0.0,0.0,722,0,0.0,0.0,87,0.0,208,85,49,0.0,0,0.0,6,0,0.0,0,1,25,8,513,2,40,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,56,20,20,76,0.0,94,3.0,30,778,64,22894,7953,72,37,17,29,2037,14,57,39,1.0,207,16.0,4451,23,60,16.0,23,35,18,14,1.0,0.0,0.0,0.0,107,22,0.0,0.0,122,0.0,282,151,1027,0.0,30,17.0,34,11,12.0,86,23,146,3222,1745,17,209,61,17532,46479,24069,2023-05-01,18,0,0,31,0.0,31,0.0,1,356,31,10725,6742,0,4,0,3,1551,0,18,1,0.0,29,1.0,3406,0,4,0.0,0,8,0,0,0.0,0.0,0.0,0.0,31,0,0.0,0.0,68,0.0,138,66,60,0.0,9,0.0,4,0,1.0,19,0,55,10,595,0,45,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,167,37,56,110,0.0,98,14.0,85,2900,138,24295,1847,115,51,69,159,2253,41,290,88,13.0,275,20.0,3906,54,363,23.0,25,36,35,37,10.0,11.0,0.0,3.0,267,41,1.0,5.0,298,6.0,473,142,1189,2.0,31,40.0,79,70,37.0,52,80,416,2335,5036,86,100,87,20656,48500,410,2023-02-13,1,0,0,1,0.0,9,0.0,0,3,0,197,8,0,0,0,0,6,0,2,0,0.0,0,0.0,6,0,6,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,2,0,0.0,0,0.0,0,0,0.0,0,0,1,0,168,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
29,313,31,49,224,0.0,173,19.0,83,10983,331,90156,8125,172,48,299,2770,7505,68,630,94,112.0,426,17.0,6627,48,747,21.0,23,96,26,103,12.0,27.0,4.0,6.0,563,97,13.0,5.0,1071,4.0,721,162,1578,4.0,45,30.0,306,98,29.0,171,126,3750,2243,7635,191,113,214,77694,149541,92676,2023-04-04,115,4,1,114,0.0,76,7.0,15,7709,152,59441,5813,14,4,239,1087,5628,4,157,3,80.0,27,0.0,4344,2,292,0.0,0,14,0,46,0.0,1.0,2.0,1.0,303,19,0.0,0.0,678,1.0,278,34,729,0.0,10,1.0,101,11,0.0,92,9,2665,398,1844,35,30,46,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,358,89,106,412,5.0,407,32.0,249,10212,267,59612,6795,204,83,164,691,7520,88,858,106,49.0,760,32.0,4982,74,1131,34.0,51,62,56,207,44.0,23.0,9.0,17.0,646,132,23.0,9.0,960,8.0,1277,256,1527,5.0,62,42.0,276,143,69.0,255,191,800,3582,18550,508,94,335,60366,125563,1300,2023-02-24,0,0,0,1,0.0,8,0.0,0,17,0,240,21,0,0,7,0,8,0,1,0,0.0,2,0.0,13,6,5,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,2,0.0,4,1,2,0.0,0,0.0,0,0,0.0,0,0,9,3,948,0,0,2,14.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,338,41,78,151,0.0,96,18.0,77,3667,148,28895,1963,126,53,95,201,3049,38,315,112,8.0,441,22.0,1685,63,392,21.0,28,63,38,38,4.0,10.0,0.0,2.0,330,53,12.0,10.0,285,3.0,373,120,1142,3.0,33,29.0,116,57,40.0,72,73,350,2486,5817,416,55,100,22633,54259,431,2023-02-17,10,0,1,1,0.0,9,2.0,0,7,0,187,6,0,0,0,1,11,0,0,0,0.0,2,0.0,9,0,8,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,1,2,4,0.0,0,0.0,0,0,0.0,0,0,0,6,163,0,0,1,1.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,335,64,71,598,2.0,192,22.0,94,10542,445,112417,11062,150,59,918,645,11060,81,635,102,27.0,556,22.0,11752,67,1010,24.0,47,113,48,60,12.0,36.0,15.0,6.0,766,68,27.0,13.0,720,5.0,665,977,2531,5.0,64,28.0,370,142,42.0,435,117,1944,2860,8562,90,180,342,89289,184253,123798,2023-03-18,162,15,12,458,0.0,63,3.0,15,7666,255,76512,8546,26,8,845,379,8839,16,347,8,15.0,72,0.0,9598,8,514,2.0,1,14,4,25,1.0,6.0,11.0,0.0,349,14,8.0,4.0,417,2.0,308,849,1669,3.0,33,0.0,192,48,2.0,354,16,1257,1020,2566,34,61,139,8.0,6.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,290,37,75,167,0.0,154,21.0,138,4976,183,46578,3638,191,76,177,356,4302,77,589,102,14.0,433,28.0,3784,59,435,31.0,39,46,35,63,21.0,27.0,7.0,10.0,542,71,8.0,8.0,991,6.0,507,167,1343,2.0,38,32.0,148,102,38.0,153,83,729,2684,8306,212,128,372,36613,83844,611,2023-02-20,0,0,0,2,0.0,13,0.0,0,11,0,273,12,0,0,3,0,15,0,1,0,0.0,0,0.0,43,0,9,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,1,1,6,0.0,0,0.0,0,0,0.0,0,0,2,0,219,0,0,0,6.0,0.0,2.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,233,136,49,188,0.0,287,43.0,113,9896,267,89312,8832,154,69,582,264,10013,26,393,105,16.0,541,27.0,6772,58,800,60.0,28,64,76,45,10.0,10.0,3.0,3.0,766,81,1.0,5.0,1862,6.0,529,372,2338,4.0,60,32.0,129,61,46.0,645,85,871,3974,13277,274,112,188,73000,155202,102229,2023-03-07,76,53,1,93,0.0,160,19.0,21,6548,138,62314,6843,40,11,484,91,7392,0,177,19,1.0,129,0.0,5039,6,375,4.0,0,3,32,19,1.0,2.0,1.0,0.0,481,34,0.0,0.0,1546,3.0,189,257,1250,1.0,20,5.0,13,16,2.0,478,15,491,1424,5715,88,33,74,3.0,2.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
